OBJECTID,Join_Count,TARGET_FID,PERMIT_YEAR,Class,PROJECT_DESCRIPTION,FINALED_DATE,CONTRACTOR,TOTAL_PAID,SUBAREA,NEIGHBORHOOD_AREA,Lat,Lon,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng
411,1,411,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-01-23,CUSTOM ELECTRICAL SERVICES LLC,120,Richards Valley,Woodridge,47.585109,-122.174422,53,033,023500,53033023500,235,Census Tract 235,G5020,S,2273132,0,+47.5913824,-122.1728599,21843.19463
412,1,412,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-05-18,24/7 ELECTRICAL COMPANY,115,Factoria,Newport,47.568953,-122.186153,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
413,1,413,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-01-23,SEATOWN ELECTRIC CORP,120,Newport Hills,Newport,47.551422,-122.191753,53,033,024702,53033024702,247.02,Census Tract 247.02,G5020,S,6392898,797574,+47.5396242,-122.1897607,42350.3129
414,1,414,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-05-22,PROVIDENT ELECTRIC INC,115,Newcastle,Cougar Mountain / Lakemont,47.536134,-122.11322,53,033,025006,53033025006,250.06,Census Tract 250.06,G5020,S,22393618,0,+47.5269219,-122.0986860,70001.76379
415,1,415,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-03-14,BELLEVUE ELECTRIC INC,120,Factoria,Somerset,47.557212,-122.162767,53,033,024901,53033024901,249.01,Census Tract 249.01,G5020,S,3183749,0,+47.5633033,-122.1575188,30570.04849
416,1,416,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-01-29,SEAHURST ELECTRIC INC,120,North Bellevue,Northwest Bellevue,47.616414,-122.215175,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
417,1,417,2018,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {2-Vehicle Charging Station},2018-05-25,WALDRON POWER AND LIGHT CO,115,Factoria,Newport,47.573384,-122.178145,53,033,024701,53033024701,247.01,Census Tract 247.01,G5020,S,2739207,0,+47.5614775,-122.1808594,30173.28144
418,1,418,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-01-29,SEAHURST ELECTRIC INC,120,Newport Hills,Newport,47.548994,-122.188077,53,033,024702,53033024702,247.02,Census Tract 247.02,G5020,S,6392898,797574,+47.5396242,-122.1897607,42350.3129
419,1,419,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-01-29,RES INC,120,Newcastle,West Lake Sammamish,47.570634,-122.098481,53,033,023403,53033023403,234.03,Census Tract 234.03,G5020,S,3308890,1972210,+47.5817847,-122.1151458,37216.96137
420,1,420,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-02-01,SEATOWN ELECTRIC CORP,115,Factoria,Somerset,47.554193,-122.160129,53,033,024901,53033024901,249.01,Census Tract 249.01,G5020,S,3183749,0,+47.5633033,-122.1575188,30570.04849
421,1,421,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-02-19,Sunergy Systems Inc.,120,Newcastle,Eastgate,47.566238,-122.123807,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183,27975.81893
422,1,422,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-02-20,24/7 ELECTRICAL COMPANY,115,Factoria,Somerset,47.550691,-122.146585,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
423,1,423,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-02-26,Sunergy Systems Inc.,120,Newcastle,Cougar Mountain / Lakemont,47.560175,-122.138951,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183,27975.81893
424,1,424,2019,Multifamily,A Single Family Condo Unit Alteration to Existing Structure Project Installing {1-Vehicle Charging Station},2019-02-26,OWNER,120,Newport Hills,Newport,47.543292,-122.188736,53,033,024702,53033024702,247.02,Census Tract 247.02,G5020,S,6392898,797574,+47.5396242,-122.1897607,42350.3129
425,1,425,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-05-29,PURE POWER LLC,115,Newcastle,Cougar Mountain / Lakemont,47.564626,-122.105608,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
426,1,426,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-03-06,BEAUX ELECTRIC LLC,120,Bridle Trails,Bridle Trails,47.639889,-122.170637,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
427,1,427,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-05,TRINITY ELECTRIC LLC,115,Southeast Bellevue,West Lake Sammamish,47.606091,-122.113127,53,033,023100,53033023100,231,Census Tract 231,G5020,S,2531810,2665265,+47.6067132,-122.1114759,42893.63106
428,1,428,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-03-07,BELLEVUE ELECTRIC INC,120,Factoria,Somerset,47.555162,-122.15685,53,033,024901,53033024901,249.01,Census Tract 249.01,G5020,S,3183749,0,+47.5633033,-122.1575188,30570.04849
429,1,429,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-03-08,OWNER,115,Newcastle,Cougar Mountain / Lakemont,47.559184,-122.134224,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
430,1,430,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-08,STRANDS ELECTRIC LLC,115,Newcastle,Cougar Mountain / Lakemont,47.550283,-122.128159,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
431,1,431,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-08,WALDRON POWER AND LIGHT CO,115,Newcastle,Eastgate,47.565802,-122.122139,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183,27975.81893
432,1,432,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-13,OWNER,112,Southeast Bellevue,Lake Hills,47.602839,-122.124226,53,033,023300,53033023300,233,Census Tract 233,G5020,S,3589676,248744,+47.6003452,-122.1289619,28242.6615
433,0,433,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-03-15,PARKER BROS ELECTRIC LLC,120,Bridle Trails,Bridle Trails,47.649496,-122.164456,,,,,,,,,,,,,
434,1,434,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-20,ELECTRI-CITY INC,115,Bridle Trails,Bridle Trails,47.635981,-122.176982,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
435,1,435,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-19,ELECTRI-CITY INC,115,Southwest Bellevue,West Bellevue,47.583724,-122.193879,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
436,1,436,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-21,NORTHWEST ELECTRIC & SOLAR,115,Newcastle,Cougar Mountain / Lakemont,47.547761,-122.134561,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
437,1,437,2018,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {1-Vehicle Charging Station},2018-06-21,NORTHWEST ELECTRIC & SOLAR,115,Southwest Bellevue,West Bellevue,47.592502,-122.199705,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
438,1,438,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-03-20,NORTHWEST ELECTRIC & SOLAR,115,Newcastle,Somerset,47.550192,-122.139983,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
439,1,439,2018,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {1-Vehicle Charging Station},2018-06-26,NORTHWEST ELECTRIC & SOLAR,115,Newcastle,Cougar Mountain / Lakemont,47.539564,-122.118684,53,033,025006,53033025006,250.06,Census Tract 250.06,G5020,S,22393618,0,+47.5269219,-122.0986860,70001.76379
440,1,440,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-26,NORTHWEST ELECTRIC & SOLAR,115,Northeast Bellevue,Northeast Bellevue,47.63897,-122.120876,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
441,1,441,2018,Multifamily,A Multifamily Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-27,NORTHWEST ELECTRIC & SOLAR,299,Downtown,Downtown,47.620085,-122.193276,53,033,023803,53033023803,238.03,Census Tract 238.03,G5020,S,563963,0,+47.6192542,-122.1978584,12000.2931
442,1,442,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-27,SEAHURST ELECTRIC INC,115,Southeast Bellevue,Lake Hills,47.590829,-122.136688,53,033,023401,53033023401,234.01,Census Tract 234.01,G5020,S,3740203,0,+47.5867489,-122.1467322,29383.38189
443,1,443,2017,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-03-25,ARTISAN ELECTRIC INC,112,Southeast Bellevue,Lake Hills,47.608888,-122.130662,53,033,023300,53033023300,233,Census Tract 233,G5020,S,3589676,248744,+47.6003452,-122.1289619,28242.6615
444,1,444,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-03-26,OWNER,120,Northeast Bellevue,Northeast Bellevue,47.637593,-122.114118,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
445,1,445,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-06-29,PROVIDENT ELECTRIC INC,115,North Bellevue,Northwest Bellevue,47.615982,-122.214282,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
446,1,446,2018,Single family,A Single Family Residential Alteration to Existing Structure Project Installing {1-Vehicle Charging Station},2018-07-02,NORTHWEST ELECTRIC & SOLAR,115,Newcastle,Eastgate,47.563039,-122.11775,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
447,1,447,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-07-02,24/7 ELECTRICAL COMPANY,115,North Bellevue,Northwest Bellevue,47.6352,-122.203819,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
448,1,448,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-07-03,SEAHURST ELECTRIC INC,115,Newcastle,Cougar Mountain / Lakemont,47.551135,-122.132868,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
449,1,449,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-07-05,Sunergy Systems Inc.,115,Newcastle,West Lake Sammamish,47.580904,-122.112662,53,033,023403,53033023403,234.03,Census Tract 234.03,G5020,S,3308890,1972210,+47.5817847,-122.1151458,37216.96137
450,1,450,2019,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2019-04-04,SEAHURST ELECTRIC INC,120,Southwest Bellevue,West Bellevue,47.583784,-122.19875,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
451,1,451,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-07-11,24/7 ELECTRICAL COMPANY,115,Newcastle,Cougar Mountain / Lakemont,47.556124,-122.123714,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
452,1,452,2019,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2019-04-05,IN-HOUSE ELECTRICAL SRVCS INC,120,Newcastle,Cougar Mountain / Lakemont,47.558426,-122.13077,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183,27975.81893
453,1,453,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-07-20,STRANDS ELECTRIC LLC,115,North Bellevue,Northwest Bellevue,47.628929,-122.205056,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
454,1,454,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-07-26,NORTHWEST ELECTRIC & SOLAR,115,North Bellevue,Northwest Bellevue,47.616129,-122.214583,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
455,1,455,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-07-26,SEAHURST ELECTRIC INC,115,Factoria,Somerset,47.557957,-122.160093,53,033,024901,53033024901,249.01,Census Tract 249.01,G5020,S,3183749,0,+47.5633033,-122.1575188,30570.04849
456,1,456,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-07-27,NORTHWEST ELECTRIC & SOLAR,115,Factoria,Newport,47.570855,-122.193067,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
457,1,457,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1750 Vehicle Charging Station),2018-07-27,SEAHURST ELECTRIC INC,115,Wilburton/ne 8th St,Crossroads,47.615295,-122.151766,53,033,023603,53033023603,236.03,Census Tract 236.03,G5020,S,2028190,0,+47.6173977,-122.1508058,19036.74562
458,1,458,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-08-06,BELLEVUE ELECTRIC INC,115,Richards Valley,Woodridge,47.589544,-122.178731,53,033,023500,53033023500,235,Census Tract 235,G5020,S,2273132,0,+47.5913824,-122.1728599,21843.19463
459,1,459,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-08-08,MAPLE VALLEY ELECTRIC INC,115,Southwest Bellevue,West Bellevue,47.591174,-122.197067,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
460,1,460,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-04-23,ALT ELECTRIC LLC,120,Bridle Trails,Bridle Trails,47.633317,-122.184207,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
461,1,461,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-08-09,OWNER,115,Wilburton/ne 8th St,Wilburton,47.617286,-122.165426,53,033,023601,53033023601,236.01,Census Tract 236.01,G5020,S,4602566,0,+47.6104586,-122.1719138,29387.58056
462,1,462,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-04-26,KEITHLY ELECTRIC CO,120,Southwest Bellevue,West Bellevue,47.605686,-122.194831,53,033,023801,53033023801,238.01,Census Tract 238.01,G5020,S,3723442,0,+47.5957098,-122.1886970,31706.45671
463,1,463,2018,Multifamily,"A Multifamily Residential Alteration to Existing Structure Project Installing {1-Service Change 126-200 amps, 1-Subpanel, 8-Vehicle Charging Station}",2018-08-13,INFINITY ELECTRIC SERVICES CO,856,Downtown,Downtown,47.611179,-122.206091,53,033,023804,53033023804,238.04,Census Tract 238.04,G5020,S,1220954,0,+47.6132805,-122.1984660,17215.47321
464,1,464,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-07-17,24/7 ELECTRICAL COMPANY,115,Belred,Belred,47.62313,-122.154196,53,033,023603,53033023603,236.03,Census Tract 236.03,G5020,S,2028190,0,+47.6173977,-122.1508058,19036.74562
465,1,465,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-08-15,Sunergy Systems Inc.,115,Bridle Trails,Bridle Trails,47.641495,-122.185558,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
466,1,466,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-04-30,SEATOWN ELECTRIC CORP,120,Newcastle,Cougar Mountain / Lakemont,47.55475,-122.131282,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
467,1,467,2019,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2019-04-30,SEAHURST ELECTRIC INC,120,Eastgate,Eastgate,47.575066,-122.155499,53,033,024800,53033024800,248,Census Tract 248,G5020,S,3775702,0,+47.5743916,-122.1521009,42358.52973
468,1,468,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-05-02,ALT ELECTRIC LLC,120,Southwest Bellevue,West Bellevue,47.583411,-122.191233,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
469,1,469,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-05-02,SEATOWN ELECTRIC CORP,120,Bridle Trails,Bridle Trails,47.642877,-122.155706,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
470,1,470,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (2 Vehicle Charging Station),2019-05-03,NORTHWEST ELECTRIC & SOLAR,120,Newport Hills,Newport,47.564689,-122.184465,53,033,024701,53033024701,247.01,Census Tract 247.01,G5020,S,2739207,0,+47.5614775,-122.1808594,30173.28144
471,1,471,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-08-22,SEAHURST ELECTRIC INC,115,Newport Hills,Newport,47.546327,-122.18511,53,033,024702,53033024702,247.02,Census Tract 247.02,G5020,S,6392898,797574,+47.5396242,-122.1897607,42350.3129
472,1,472,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-05-03,APOLLO ELECTRICAL SERVICES LLC,120,Factoria,Somerset,47.566428,-122.161253,53,033,024901,53033024901,249.01,Census Tract 249.01,G5020,S,3183749,0,+47.5633033,-122.1575188,30570.04849
473,1,473,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-05-06,NORTHWEST ELECTRIC & SOLAR,120,Factoria,Somerset,47.555427,-122.156835,53,033,024901,53033024901,249.01,Census Tract 249.01,G5020,S,3183749,0,+47.5633033,-122.1575188,30570.04849
474,1,474,2017,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2019-05-08,ALL WIRE ELECTRIC INC,112,Northeast Bellevue,Northeast Bellevue,47.639916,-122.114542,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1484063,0,+47.6366077,-122.1183943,19264.04212
475,1,475,2016,Single family,Vehicle Charging Station,2019-05-08,NORTHWEST ELECTRIC & SOLAR,110,Bridle Trails,Bridle Trails,47.642742,-122.181944,53,033,023700,53033023700,237,Census Tract 237,G5020,S,7530638,18305,+47.6327201,-122.1733574,44098.86056
476,1,476,2019,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2019-05-15,S M E INC OF SEATTLE,120,Northeast Bellevue,West Lake Sammamish,47.615452,-122.104103,53,033,023000,53033023000,230,Census Tract 230,G5020,S,3286160,2508903,+47.6205810,-122.1031787,42037.02737
477,1,477,2019,Single family,A Single Family Residential Repair or Replacement Electrical Project Involving (1 Vehicle Charging Station),2019-05-17,SEAHURST ELECTRIC INC,120,Newcastle,Eastgate,47.563941,-122.123276,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183,27975.81893
478,1,478,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-08-31,SWITCH ELECTRIC LLC,115,Newcastle,Cougar Mountain / Lakemont,47.541991,-122.112083,53,033,025006,53033025006,250.06,Census Tract 250.06,G5020,S,22393618,0,+47.5269219,-122.0986860,70001.76379
479,1,479,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-08-31,SEAHURST ELECTRIC INC,115,Richards Valley,Woodridge,47.601028,-122.176864,53,033,023500,53033023500,235,Census Tract 235,G5020,S,2273132,0,+47.5913824,-122.1728599,21843.19463
480,1,480,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-05,CUSTOM ELECTRICAL SERVICES LLC,115,North Bellevue,Northwest Bellevue,47.619457,-122.217868,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
481,1,481,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-06,BELLEVUE ELECTRIC INC,115,Newport Hills,Newport,47.552232,-122.188891,53,033,024701,53033024701,247.01,Census Tract 247.01,G5020,S,2739207,0,+47.5614775,-122.1808594,30173.28144
482,1,482,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-18,Seattle Electricians Today LLC,115,Bridle Trails,Bridle Trails,47.639208,-122.150121,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
483,1,483,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-19,PROVIDENT ELECTRIC INC,115,Southwest Bellevue,West Bellevue,47.594024,-122.201079,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301,60367.62227
484,1,484,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-19,BOLEY ELECTRIC INC,115,North Bellevue,Northwest Bellevue,47.619603,-122.212831,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
485,1,485,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-20,BELLEVUE ELECTRIC INC,115,Newcastle,Cougar Mountain / Lakemont,47.562364,-122.103314,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
486,1,486,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-21,Washington Electric LLC,115,Bridle Trails,Bridle Trails,47.644888,-122.149947,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
487,1,487,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-24,FULLER ELECTRIC INC,115,Wilburton/ne 8th St,Wilburton,47.611739,-122.167035,53,033,023601,53033023601,236.01,Census Tract 236.01,G5020,S,4602566,0,+47.6104586,-122.1719138,29387.58056
488,1,488,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (2 Vehicle Charging Station),2018-09-25,Illuminate Contracting LLC,115,Eastgate,West Lake Sammamish,47.575446,-122.119112,53,033,023403,53033023403,234.03,Census Tract 234.03,G5020,S,3308890,1972210,+47.5817847,-122.1151458,37216.96137
489,1,489,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-27,SEAHURST ELECTRIC INC,115,Bridle Trails,Bridle Trails,47.654032,-122.161299,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208,31441.82175
490,1,490,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-27,SEATOWN ELECTRIC CORP,115,Newcastle,Cougar Mountain / Lakemont,47.551671,-122.127503,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
491,1,491,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-09-28,ARTISAN ELECTRIC INC,115,Newcastle,Cougar Mountain / Lakemont,47.551813,-122.137456,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595,43634.24626
492,1,492,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-10-04,SEAHURST ELECTRIC INC,115,North Bellevue,Northwest Bellevue,47.619788,-122.21085,53,033,024000,53033024000,240,Census Tract 240,G5020,S,4669788,239079,+47.6273756,-122.2042081,41624.79944
493,1,493,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-10-04,NORTHWEST ELECTRIC & SOLAR,115,Wilburton/ne 8th St,Lake Hills,47.612815,-122.14373,53,033,023603,53033023603,236.03,Census Tract 236.03,G5020,S,2028190,0,+47.6173977,-122.1508058,19036.74562
494,1,494,2018,Single family,A Single Family Residential Alteration to Existing Structure Electrical Project Involving (1 Vehicle Charging Station),2018-10-05,OWNER,115,Newcastle,Eastgate,47.568473,-122.114427,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035,47155.78558
